1c. LEA ID,awarded_q,awarded_method,applied_q,applied_method,interest_q,interest_method,order_q,delivered_q,operating_q,award_to_order_q,order_to_delivered_q,delivered_to_operating_q,award_to_operating_q
1302790,,unknown,,unknown,,unknown,,,,,,,
1302820,,unknown,,unknown,,unknown,,,,,,,
1302880,,unknown,,unknown,,unknown,,,,,,,
1302910,,unknown,,unknown,,unknown,,,,,,,
1302940,,unknown,,unknown,,unknown,,,,,,,
1302970,,unknown,,unknown,,unknown,,,,,,,
09FIRST,2021Q4,exact,2021Q2,backcast_award_minus_2q,2021Q1,from_applied_minus_1q,2022Q3,2023Q2,2023Q2,3.0,3.0,0.0,6.0
1303030,,unknown,,unknown,,unknown,,,,,,,
1303060,,unknown,,unknown,,unknown,,,,,,,
1303090,,unknown,,unknown,,unknown,,,,,,,
1303120,,unknown,,unknown,,unknown,,,,,,,
1303150,,unknown,,unknown,,unknown,,,,,,,
1303210,,unknown,,unknown,,unknown,,,,,,,
1303240,,unknown,,unknown,,unknown,,,,,,,
1303270,,unknown,,unknown,,unknown,,,,,,,
1303300,,unknown,,unknown,,unknown,,,,,,,
1303330,,unknown,,unknown,,unknown,,,,,,,
25FIRST,2022Q1,exact,2021Q3,backcast_award_minus_2q,2021Q2,from_applied_minus_1q,2022Q2,2023Q1,2023Q2,1.0,3.0,1.0,5.0
1303390,,unknown,,unknown,,unknown,,,,,,,
1303420,,unknown,,unknown,,unknown,,,,,,,
1303450,,unknown,,unknown,,unknown,,,,,,,
1303480,,unknown,,unknown,,unknown,,,,,,,
1303510,,unknown,,unknown,,unknown,,,,,,,
1303540,,unknown,,unknown,,unknown,,,,,,,
1303570,,unknown,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,,,,,,,
1303600,,unknown,,unknown,,unknown,,,,,,,
44FIRST,2022Q2,exact,2021Q4,backcast_award_minus_2q,2021Q3,from_applied_minus_1q,2022Q3,2023Q2,2023Q2,1.0,3.0,0.0,4.0
1303660,,unknown,,unknown,,unknown,,,,,,,
1303690,,unknown,,unknown,,unknown,,,,,,,
1303720,,unknown,,unknown,,unknown,,,,,,,
1303750,,unknown,,unknown,,unknown,,,,,,,
1303780,,unknown,,unknown,,unknown,,,,,,,
1303840,,unknown,,unknown,,unknown,,,,,,,
1303870,,unknown,,unknown,,unknown,,,,,,,
1303930,,unknown,,unknown,,unknown,,,,,,,
1303960,,unknown,,unknown,,unknown,,,,,,,
1303990,,unknown,,unknown,,unknown,,,,,,,
1304020,,unknown,,unknown,,unknown,,,,,,,
2504890,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
1304080,,unknown,,unknown,,unknown,,,,,,,
1304110,,unknown,,unknown,,unknown,,,,,,,
1304140,,unknown,,unknown,,unknown,,,,,,,
1304170,,unknown,,unknown,,unknown,,,,,,,
1304200,,unknown,,unknown,,unknown,,,,,,,
1304220,,unknown,,unknown,,unknown,,,,,,,
1304260,,unknown,,unknown,,unknown,,,,,,,
1304290,,unknown,,unknown,,unknown,,,,,,,
1304320,,unknown,,unknown,,unknown,,,,,,,
1304350,,unknown,,unknown,,unknown,,,,,,,
402860,2023Q4,exact,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
1304410,,unknown,,unknown,,unknown,,,,,,,
1304440,,unknown,,unknown,,unknown,,,,,,,
1304470,,unknown,,unknown,,unknown,,,,,,,
1304500,,unknown,,unknown,,unknown,,,,,,,
1304530,,unknown,,unknown,,unknown,,,,,,,
1304540,,unknown,,unknown,,unknown,,,,,,,
1304560,,unknown,2021Q2,program_calendar,2021Q1,from_applied_minus_1q,,,,,,,
1304590,,unknown,,unknown,,unknown,,,,,,,
1304620,,unknown,,unknown,,unknown,,,,,,,
1304650,,unknown,,unknown,,unknown,,,,,,,
1304680,,unknown,,unknown,,unknown,,,,,,,
1304770,,unknown,,unknown,,unknown,,,,,,,
1304800,,unknown,,unknown,,unknown,,,,,,,
1304830,,unknown,,unknown,,unknown,,,,,,,
1304860,,unknown,,unknown,,unknown,,,,,,,
1304890,,unknown,,unknown,,unknown,,,,,,,
1304950,,unknown,,unknown,,unknown,,,,,,,
2101920,2022Q4,exact,2021Q2,program_calendar,2021Q1,from_applied_minus_1q,nanQnan,2023Q4,2023Q4,,,0.0,4.0
1305040,,unknown,,unknown,,unknown,,,,,,,
1305070,,unknown,,unknown,,unknown,,,,,,,
1305100,,unknown,,unknown,,unknown,,,,,,,
1305130,,unknown,,unknown,,unknown,,,,,,,
1305190,,unknown,,unknown,,unknown,,,,,,,
1305220,,unknown,,unknown,,unknown,,,,,,,
2614520,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
1305280,,unknown,,unknown,,unknown,,,,,,,
1305310,,unknown,,unknown,,unknown,,,,,,,
1305340,,unknown,,unknown,,unknown,,,,,,,
1305370,,unknown,,unknown,,unknown,,,,,,,
1305390,,unknown,,unknown,,unknown,,,,,,,
1305430,,unknown,,unknown,,unknown,,,,,,,
1305460,,unknown,,unknown,,unknown,,,,,,,
1305490,,unknown,,unknown,,unknown,,,,,,,
1305550,,unknown,,unknown,,unknown,,,,,,,
1305580,,unknown,,unknown,,unknown,,,,,,,
1305640,,unknown,,unknown,,unknown,,,,,,,
1305670,,unknown,,unknown,,unknown,,,,,,,
1305700,,unknown,,unknown,,unknown,,,,,,,
1305730,,unknown,,unknown,,unknown,,,,,,,
3011100,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
1305790,,unknown,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,,,,,,,
1305850,,unknown,,unknown,,unknown,,,,,,,
1305851,,unknown,,unknown,,unknown,,,,,,,
1305852,,unknown,,unknown,,unknown,,,,,,,
1305853,,unknown,,unknown,,unknown,,,,,,,
403010,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
1600001,,unknown,,unknown,,unknown,,,,,,,
1600002,,unknown,,unknown,,unknown,,,,,,,
1600003,,unknown,,unknown,,unknown,,,,,,,
1600004,,unknown,,unknown,,unknown,,,,,,,
1600005,,unknown,,unknown,,unknown,,,,,,,
1600006,,unknown,,unknown,,unknown,,,,,,,
1600007,,unknown,,unknown,,unknown,,,,,,,
1600008,,unknown,,unknown,,unknown,,,,,,,
1600009,,unknown,,unknown,,unknown,,,,,,,
1600010,,unknown,,unknown,,unknown,,,,,,,
1600011,,unknown,,unknown,,unknown,,,,,,,
1600012,,unknown,,unknown,,unknown,,,,,,,
1600014,,unknown,,unknown,,unknown,,,,,,,
1600015,,unknown,,unknown,,unknown,,,,,,,
1600016,,unknown,,unknown,,unknown,,,,,,,
1600017,,unknown,,unknown,,unknown,,,,,,,
1600030,,unknown,,unknown,,unknown,,,,,,,
1600060,,unknown,,unknown,,unknown,,,,,,,
1600090,,unknown,,unknown,,unknown,,,,,,,
1600138,,unknown,,unknown,,unknown,,,,,,,
1600139,,unknown,,unknown,,unknown,,,,,,,
1600140,,unknown,,unknown,,unknown,,,,,,,
1600141,,unknown,,unknown,,unknown,,,,,,,
1600142,,unknown,,unknown,,unknown,,,,,,,
1600143,,unknown,,unknown,,unknown,,,,,,,
1600144,,unknown,,unknown,,unknown,,,,,,,
1600145,,unknown,,unknown,,unknown,,,,,,,
1600148,,unknown,,unknown,,unknown,,,,,,,
1600149,,unknown,,unknown,,unknown,,,,,,,
1600150,,unknown,,unknown,,unknown,,,,,,,
1600151,,unknown,,unknown,,unknown,,,,,,,
1600152,,unknown,,unknown,,unknown,,,,,,,
1600153,,unknown,,unknown,,unknown,,,,,,,
1600154,,unknown,,unknown,,unknown,,,,,,,
1600156,,unknown,,unknown,,unknown,,,,,,,
1600157,,unknown,,unknown,,unknown,,,,,,,
1600158,,unknown,,unknown,,unknown,,,,,,,
1600159,,unknown,,unknown,,unknown,,,,,,,
1600160,,unknown,,unknown,,unknown,,,,,,,
1600161,,unknown,,unknown,,unknown,,,,,,,
1600162,,unknown,,unknown,,unknown,,,,,,,
1600163,,unknown,,unknown,,unknown,,,,,,,
1600165,,unknown,,unknown,,unknown,,,,,,,
1600166,,unknown,,unknown,,unknown,,,,,,,
1600167,,unknown,,unknown,,unknown,,,,,,,
1600169,,unknown,,unknown,,unknown,,,,,,,
1600170,,unknown,,unknown,,unknown,,,,,,,
1600171,,unknown,,unknown,,unknown,,,,,,,
1600172,,unknown,,unknown,,unknown,,,,,,,
1600173,,unknown,,unknown,,unknown,,,,,,,
1600174,,unknown,,unknown,,unknown,,,,,,,
1600175,,unknown,,unknown,,unknown,,,,,,,
1600176,,unknown,,unknown,,unknown,,,,,,,
1600177,,unknown,,unknown,,unknown,,,,,,,
1600178,,unknown,,unknown,,unknown,,,,,,,
1600179,,unknown,,unknown,,unknown,,,,,,,
1600180,,unknown,,unknown,,unknown,,,,,,,
1600181,,unknown,,unknown,,unknown,,,,,,,
1600182,,unknown,,unknown,,unknown,,,,,,,
1600183,,unknown,,unknown,,unknown,,,,,,,
1600184,,unknown,,unknown,,unknown,,,,,,,
1600186,,unknown,,unknown,,unknown,,,,,,,
1600187,,unknown,,unknown,,unknown,,,,,,,
1600188,,unknown,,unknown,,unknown,,,,,,,
1600189,,unknown,,unknown,,unknown,,,,,,,
1600190,,unknown,,unknown,,unknown,,,,,,,
1600191,,unknown,,unknown,,unknown,,,,,,,
1600192,,unknown,,unknown,,unknown,,,,,,,
1600193,,unknown,,unknown,,unknown,,,,,,,
1600194,,unknown,,unknown,,unknown,,,,,,,
1600195,,unknown,,unknown,,unknown,,,,,,,
1600196,,unknown,,unknown,,unknown,,,,,,,
1600197,,unknown,,unknown,,unknown,,,,,,,
1600198,,unknown,,unknown,,unknown,,,,,,,
1600199,,unknown,,unknown,,unknown,,,,,,,
1600200,,unknown,,unknown,,unknown,,,,,,,
1600201,,unknown,,unknown,,unknown,,,,,,,
1600202,,unknown,,unknown,,unknown,,,,,,,
1600203,,unknown,,unknown,,unknown,,,,,,,
1600204,,unknown,,unknown,,unknown,,,,,,,
1600205,,unknown,,unknown,,unknown,,,,,,,
1600240,,unknown,,unknown,,unknown,,,,,,,
1600270,,unknown,,unknown,,unknown,,,,,,,
1600300,,unknown,,unknown,,unknown,,,,,,,
1600330,,unknown,,unknown,,unknown,,,,,,,
5101350,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2022Q4,2023Q3,2023Q3,0.0,3.0,0.0,3.0
1600420,,unknown,,unknown,,unknown,,,,,,,
1600450,,unknown,,unknown,,unknown,,,,,,,
1600480,,unknown,,unknown,,unknown,,,,,,,
1600490,,unknown,,unknown,,unknown,,,,,,,
1600510,,unknown,,unknown,,unknown,,,,,,,
1600540,,unknown,,unknown,,unknown,,,,,,,
1600570,,unknown,,unknown,,unknown,,,,,,,
1600600,,unknown,,unknown,,unknown,,,,,,,
1600630,,unknown,,unknown,,unknown,,,,,,,
1600660,,unknown,,unknown,,unknown,,,,,,,
1600690,,unknown,,unknown,,unknown,,,,,,,
1600720,,unknown,,unknown,,unknown,,,,,,,
1600750,,unknown,,unknown,,unknown,,,,,,,
1600780,,unknown,,unknown,,unknown,,,,,,,
1600810,,unknown,,unknown,,unknown,,,,,,,
1600815,,unknown,,unknown,,unknown,,,,,,,
1600840,,unknown,,unknown,,unknown,,,,,,,
1600870,,unknown,,unknown,,unknown,,,,,,,
1600900,,unknown,,unknown,,unknown,,,,,,,
1600930,,unknown,,unknown,,unknown,,,,,,,
1600960,,unknown,2021Q2,program_calendar,2021Q1,from_applied_minus_1q,,,,,,,
1601020,,unknown,,unknown,,unknown,,,,,,,
1601050,,unknown,,unknown,,unknown,,,,,,,
1601080,,unknown,,unknown,,unknown,,,,,,,
1601110,,unknown,,unknown,,unknown,,,,,,,
1601140,,unknown,,unknown,,unknown,,,,,,,
1601170,,unknown,,unknown,,unknown,,,,,,,
613890,2022Q1,exact,2021Q3,backcast_award_minus_2q,2021Q2,from_applied_minus_1q,2022Q2,2023Q1,2023Q2,1.0,3.0,1.0,5.0
1601230,,unknown,,unknown,,unknown,,,,,,,
1601260,,unknown,,unknown,,unknown,,,,,,,
1601290,,unknown,,unknown,,unknown,,,,,,,
1601380,,unknown,,unknown,,unknown,,,,,,,
1601410,,unknown,,unknown,,unknown,,,,,,,
1601440,,unknown,,unknown,,unknown,,,,,,,
1601470,,unknown,,unknown,,unknown,,,,,,,
613920,2017Q2,exact,2016Q4,backcast_award_minus_2q,2016Q3,from_applied_minus_1q,2017Q3,2019Q2,2019Q3,1.0,7.0,1.0,9.0
1601530,,unknown,,unknown,,unknown,,,,,,,
1601570,,unknown,,unknown,,unknown,,,,,,,
1601590,,unknown,,unknown,,unknown,,,,,,,
1601620,,unknown,,unknown,,unknown,,,,,,,
1601650,,unknown,,unknown,,unknown,,,,,,,
1601680,,unknown,,unknown,,unknown,,,,,,,
1601710,,unknown,,unknown,,unknown,,,,,,,
1601740,,unknown,,unknown,,unknown,,,,,,,
1601770,,unknown,,unknown,,unknown,,,,,,,
1601800,,unknown,,unknown,,unknown,,,,,,,
1601830,,unknown,,unknown,,unknown,,,,,,,
1601860,,unknown,,unknown,,unknown,,,,,,,
1601900,,unknown,,unknown,,unknown,,,,,,,
1601920,,unknown,,unknown,,unknown,,,,,,,
1601950,,unknown,,unknown,,unknown,,,,,,,
1601980,,unknown,,unknown,,unknown,,,,,,,
1715450,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
1602060,,unknown,,unknown,,unknown,,,,,,,
1602070,,unknown,,unknown,,unknown,,,,,,,
1602100,,unknown,,unknown,,unknown,,,,,,,
1602130,,unknown,,unknown,,unknown,,,,,,,
1602160,,unknown,,unknown,,unknown,,,,,,,
1602190,,unknown,,unknown,,unknown,,,,,,,
1602220,,unknown,,unknown,,unknown,,,,,,,
1602250,,unknown,,unknown,,unknown,,,,,,,
1602280,,unknown,,unknown,,unknown,,,,,,,
1602310,,unknown,,unknown,,unknown,,,,,,,
1602340,,unknown,,unknown,,unknown,,,,,,,
1602370,,unknown,,unknown,,unknown,,,,,,,
1602400,,unknown,,unknown,,unknown,,,,,,,
1602430,,unknown,,unknown,,unknown,,,,,,,
1602460,,unknown,,unknown,,unknown,,,,,,,
1602490,,unknown,,unknown,,unknown,,,,,,,
1602520,,unknown,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,,,,,,,
1602550,,unknown,,unknown,,unknown,,,,,,,
1602580,,unknown,,unknown,,unknown,,,,,,,
1602610,,unknown,,unknown,,unknown,,,,,,,
1602640,,unknown,,unknown,,unknown,,,,,,,
1602670,,unknown,,unknown,,unknown,,,,,,,
1602700,,unknown,,unknown,,unknown,,,,,,,
1602730,,unknown,,unknown,,unknown,,,,,,,
1602760,,unknown,,unknown,,unknown,,,,,,,
1602790,,unknown,,unknown,,unknown,,,,,,,
1602820,,unknown,,unknown,,unknown,,,,,,,
1602850,,unknown,,unknown,,unknown,,,,,,,
1602910,,unknown,,unknown,,unknown,,,,,,,
1602940,,unknown,,unknown,,unknown,,,,,,,
1602970,,unknown,,unknown,,unknown,,,,,,,
1603000,,unknown,,unknown,,unknown,,,,,,,
1603030,,unknown,,unknown,,unknown,,,,,,,
1603060,,unknown,,unknown,,unknown,,,,,,,
1603090,,unknown,,unknown,,unknown,,,,,,,
1603120,,unknown,,unknown,,unknown,,,,,,,
1603180,,unknown,,unknown,,unknown,,,,,,,
1603210,,unknown,,unknown,,unknown,,,,,,,
1603240,,unknown,,unknown,,unknown,,,,,,,
1603270,,unknown,,unknown,,unknown,,,,,,,
1603300,,unknown,,unknown,,unknown,,,,,,,
1603330,,unknown,,unknown,,unknown,,,,,,,
1603360,,unknown,,unknown,,unknown,,,,,,,
1603400,,unknown,,unknown,,unknown,,,,,,,
1603420,,unknown,,unknown,,unknown,,,,,,,
1603480,,unknown,,unknown,,unknown,,,,,,,
1603511,,unknown,,unknown,,unknown,,,,,,,
1603512,,unknown,,unknown,,unknown,,,,,,,
1603513,,unknown,,unknown,,unknown,,,,,,,
1603514,,unknown,,unknown,,unknown,,,,,,,
1603515,,unknown,,unknown,,unknown,,,,,,,
1700001,,unknown,,unknown,,unknown,,,,,,,
1700002,,unknown,,unknown,,unknown,,,,,,,
1700003,,unknown,,unknown,,unknown,,,,,,,
1700004,,unknown,,unknown,,unknown,,,,,,,
1700005,,unknown,,unknown,,unknown,,,,,,,
1700006,,unknown,,unknown,,unknown,,,,,,,
1700007,,unknown,,unknown,,unknown,,,,,,,
1700009,,unknown,,unknown,,unknown,,,,,,,
1700010,,unknown,,unknown,,unknown,,,,,,,
1700014,,unknown,,unknown,,unknown,,,,,,,
1700015,,unknown,,unknown,,unknown,,,,,,,
1700023,,unknown,,unknown,,unknown,,,,,,,
1700024,,unknown,,unknown,,unknown,,,,,,,
1700029,,unknown,,unknown,,unknown,,,,,,,
1700030,,unknown,,unknown,,unknown,,,,,,,
1700031,,unknown,,unknown,,unknown,,,,,,,
1700032,,unknown,,unknown,,unknown,,,,,,,
1700039,,unknown,,unknown,,unknown,,,,,,,
1700041,,unknown,,unknown,,unknown,,,,,,,
1700044,,unknown,,unknown,,unknown,,,,,,,
1700045,,unknown,,unknown,,unknown,,,,,,,
1700048,,unknown,,unknown,,unknown,,,,,,,
1700051,,unknown,,unknown,,unknown,,,,,,,
1700052,,unknown,,unknown,,unknown,,,,,,,
1700054,,unknown,,unknown,,unknown,,,,,,,
1700056,,unknown,,unknown,,unknown,,,,,,,
1700059,,unknown,,unknown,,unknown,,,,,,,
1700065,,unknown,,unknown,,unknown,,,,,,,
1700069,,unknown,,unknown,,unknown,,,,,,,
1700074,,unknown,,unknown,,unknown,,,,,,,
1700077,,unknown,,unknown,,unknown,,,,,,,
1700080,,unknown,,unknown,,unknown,,,,,,,
1700081,,unknown,,unknown,,unknown,,,,,,,
1700084,,unknown,,unknown,,unknown,,,,,,,
1700091,,unknown,,unknown,,unknown,,,,,,,
1700092,,unknown,,unknown,,unknown,,,,,,,
1700097,,unknown,,unknown,,unknown,,,,,,,
1700098,,unknown,,unknown,,unknown,,,,,,,
1700099,,unknown,,unknown,,unknown,,,,,,,
1700100,,unknown,,unknown,,unknown,,,,,,,
1700101,,unknown,,unknown,,unknown,,,,,,,
1700102,,unknown,,unknown,,unknown,,,,,,,
1700103,,unknown,,unknown,,unknown,,,,,,,
2801510,2021Q1,exact,2020Q3,backcast_award_minus_2q,2020Q2,from_applied_minus_1q,2021Q4,2022Q4,2022Q4,3.0,4.0,0.0,7.0
1700106,,unknown,,unknown,,unknown,,,,,,,
1700109,,unknown,,unknown,,unknown,,,,,,,
1700110,,unknown,,unknown,,unknown,,,,,,,
1700112,,unknown,,unknown,,unknown,,,,,,,
1700113,,unknown,,unknown,,unknown,,,,,,,
1700114,,unknown,,unknown,,unknown,,,,,,,
1700115,,unknown,,unknown,,unknown,,,,,,,
1700116,,unknown,,unknown,,unknown,,,,,,,
1700118,,unknown,,unknown,,unknown,,,,,,,
1700119,,unknown,,unknown,,unknown,,,,,,,
1700120,,unknown,,unknown,,unknown,,,,,,,
1700122,,unknown,,unknown,,unknown,,,,,,,
1700123,,unknown,,unknown,,unknown,,,,,,,
614070,2021Q1,exact,2020Q3,backcast_award_minus_2q,2020Q2,from_applied_minus_1q,2021Q4,2023Q1,2023Q2,3.0,5.0,1.0,9.0
1700126,,unknown,,unknown,,unknown,,,,,,,
1700147,,unknown,,unknown,,unknown,,,,,,,
1700152,,unknown,,unknown,,unknown,,,,,,,
1700153,,unknown,,unknown,,unknown,,,,,,,
1700162,,unknown,,unknown,,unknown,,,,,,,
1700164,,unknown,,unknown,,unknown,,,,,,,
1700165,,unknown,,unknown,,unknown,,,,,,,
1700166,,unknown,,unknown,,unknown,,,,,,,
1700168,,unknown,,unknown,,unknown,,,,,,,
1700169,,unknown,,unknown,,unknown,,,,,,,
1700170,,unknown,,unknown,,unknown,,,,,,,
1700171,,unknown,,unknown,,unknown,,,,,,,
1700173,,unknown,,unknown,,unknown,,,,,,,
1700174,,unknown,,unknown,,unknown,,,,,,,
1700175,,unknown,,unknown,,unknown,,,,,,,
1700176,,unknown,,unknown,,unknown,,,,,,,
1700177,,unknown,,unknown,,unknown,,,,,,,
1700178,,unknown,,unknown,,unknown,,,,,,,
1700179,,unknown,,unknown,,unknown,,,,,,,
1700180,,unknown,,unknown,,unknown,,,,,,,
1700182,,unknown,,unknown,,unknown,,,,,,,
1700184,,unknown,,unknown,,unknown,,,,,,,
1700186,,unknown,,unknown,,unknown,,,,,,,
1700188,,unknown,,unknown,,unknown,,,,,,,
1700189,,unknown,,unknown,,unknown,,,,,,,
1700190,,unknown,,unknown,,unknown,,,,,,,
1700191,,unknown,,unknown,,unknown,,,,,,,
1700192,,unknown,,unknown,,unknown,,,,,,,
1700193,,unknown,,unknown,,unknown,,,,,,,
1700194,,unknown,,unknown,,unknown,,,,,,,
1700195,,unknown,,unknown,,unknown,,,,,,,
1700197,,unknown,,unknown,,unknown,,,,,,,
1700198,,unknown,,unknown,,unknown,,,,,,,
1700200,,unknown,,unknown,,unknown,,,,,,,
1700201,,unknown,,unknown,,unknown,,,,,,,
1700202,,unknown,,unknown,,unknown,,,,,,,
1700203,,unknown,,unknown,,unknown,,,,,,,
1700204,,unknown,,unknown,,unknown,,,,,,,
1700206,,unknown,,unknown,,unknown,,,,,,,
1700207,,unknown,,unknown,,unknown,,,,,,,
1700208,,unknown,,unknown,,unknown,,,,,,,
1700209,,unknown,,unknown,,unknown,,,,,,,
1700211,,unknown,,unknown,,unknown,,,,,,,
1700213,,unknown,,unknown,,unknown,,,,,,,
1700217,,unknown,,unknown,,unknown,,,,,,,
1700218,,unknown,,unknown,,unknown,,,,,,,
1700220,,unknown,,unknown,,unknown,,,,,,,
1700221,,unknown,,unknown,,unknown,,,,,,,
1700222,,unknown,,unknown,,unknown,,,,,,,
1700223,,unknown,,unknown,,unknown,,,,,,,
1700225,,unknown,,unknown,,unknown,,,,,,,
1700227,,unknown,,unknown,,unknown,,,,,,,
1700228,,unknown,,unknown,,unknown,,,,,,,
1700229,,unknown,,unknown,,unknown,,,,,,,
1700231,,unknown,,unknown,,unknown,,,,,,,
1700233,,unknown,,unknown,,unknown,,,,,,,
1700234,,unknown,,unknown,,unknown,,,,,,,
1700235,,unknown,,unknown,,unknown,,,,,,,
1700236,,unknown,,unknown,,unknown,,,,,,,
1700238,,unknown,,unknown,,unknown,,,,,,,
1700239,,unknown,,unknown,,unknown,,,,,,,
1700242,,unknown,,unknown,,unknown,,,,,,,
1700243,,unknown,,unknown,,unknown,,,,,,,
1700244,,unknown,,unknown,,unknown,,,,,,,
1700245,,unknown,,unknown,,unknown,,,,,,,
1700246,,unknown,,unknown,,unknown,,,,,,,
1700248,,unknown,,unknown,,unknown,,,,,,,
1700249,,unknown,,unknown,,unknown,,,,,,,
1700250,,unknown,,unknown,,unknown,,,,,,,
1700252,,unknown,,unknown,,unknown,,,,,,,
1700255,,unknown,,unknown,,unknown,,,,,,,
1700258,,unknown,,unknown,,unknown,,,,,,,
1700261,,unknown,,unknown,,unknown,,,,,,,
1700262,,unknown,,unknown,,unknown,,,,,,,
1700263,,unknown,,unknown,,unknown,,,,,,,
1700264,,unknown,,unknown,,unknown,,,,,,,
1700265,,unknown,,unknown,,unknown,,,,,,,
1700266,,unknown,,unknown,,unknown,,,,,,,
1700270,,unknown,,unknown,,unknown,,,,,,,
1700271,,unknown,,unknown,,unknown,,,,,,,
1700272,,unknown,,unknown,,unknown,,,,,,,
1700273,,unknown,,unknown,,unknown,,,,,,,
1700274,,unknown,,unknown,,unknown,,,,,,,
1700276,,unknown,,unknown,,unknown,,,,,,,
1700277,,unknown,,unknown,,unknown,,,,,,,
1700278,,unknown,,unknown,,unknown,,,,,,,
1700279,,unknown,,unknown,,unknown,,,,,,,
1700281,,unknown,,unknown,,unknown,,,,,,,
1700283,,unknown,,unknown,,unknown,,,,,,,
1700284,,unknown,,unknown,,unknown,,,,,,,
1700285,,unknown,,unknown,,unknown,,,,,,,
1700286,,unknown,,unknown,,unknown,,,,,,,
1700288,,unknown,,unknown,,unknown,,,,,,,
1700289,,unknown,,unknown,,unknown,,,,,,,
1700292,,unknown,,unknown,,unknown,,,,,,,
1700293,,unknown,,unknown,,unknown,,,,,,,
1700294,,unknown,,unknown,,unknown,,,,,,,
1700295,,unknown,,unknown,,unknown,,,,,,,
1700297,,unknown,,unknown,,unknown,,,,,,,
1700298,,unknown,,unknown,,unknown,,,,,,,
1700299,,unknown,,unknown,,unknown,,,,,,,
1700304,,unknown,,unknown,,unknown,,,,,,,
1700306,,unknown,,unknown,,unknown,,,,,,,
1700308,,unknown,,unknown,,unknown,,,,,,,
1700309,,unknown,,unknown,,unknown,,,,,,,
1700310,,unknown,,unknown,,unknown,,,,,,,
1700311,,unknown,,unknown,,unknown,,,,,,,
1700312,,unknown,,unknown,,unknown,,,,,,,
1700313,,unknown,,unknown,,unknown,,,,,,,
1700314,,unknown,,unknown,,unknown,,,,,,,
1700317,,unknown,,unknown,,unknown,,,,,,,
1700319,,unknown,,unknown,,unknown,,,,,,,
1700320,,unknown,,unknown,,unknown,,,,,,,
1700321,,unknown,,unknown,,unknown,,,,,,,
1700322,,unknown,,unknown,,unknown,,,,,,,
1700323,,unknown,,unknown,,unknown,,,,,,,
1700324,,unknown,,unknown,,unknown,,,,,,,
1700325,,unknown,,unknown,,unknown,,,,,,,
1700326,,unknown,,unknown,,unknown,,,,,,,
1700327,,unknown,,unknown,,unknown,,,,,,,
1700329,,unknown,,unknown,,unknown,,,,,,,
101560,2019Q1,exact,2018Q3,backcast_award_minus_2q,2018Q2,from_applied_minus_1q,2019Q4,2020Q3,2020Q4,3.0,3.0,1.0,7.0
1700332,,unknown,,unknown,,unknown,,,,,,,
1700333,,unknown,,unknown,,unknown,,,,,,,
1701381,,unknown,,unknown,,unknown,,,,,,,
1701382,,unknown,,unknown,,unknown,,,,,,,
1701384,,unknown,,unknown,,unknown,,,,,,,
1701385,,unknown,,unknown,,unknown,,,,,,,
1701387,,unknown,,unknown,,unknown,,,,,,,
1701388,,unknown,,unknown,,unknown,,,,,,,
1701390,,unknown,,unknown,,unknown,,,,,,,
1701391,,unknown,,unknown,,unknown,,,,,,,
1701392,,unknown,,unknown,,unknown,,,,,,,
1701393,,unknown,,unknown,,unknown,,,,,,,
1701394,,unknown,,unknown,,unknown,,,,,,,
1701395,,unknown,,unknown,,unknown,,,,,,,
1701396,,unknown,,unknown,,unknown,,,,,,,
1701397,,unknown,,unknown,,unknown,,,,,,,
1701400,,unknown,,unknown,,unknown,,,,,,,
1701403,,unknown,,unknown,,unknown,,,,,,,
1701404,,unknown,,unknown,,unknown,,,,,,,
1701408,,unknown,,unknown,,unknown,,,,,,,
1701409,,unknown,,unknown,,unknown,,,,,,,
1701410,,unknown,,unknown,,unknown,,,,,,,
1701411,,unknown,,unknown,,unknown,,,,,,,
1701412,,unknown,,unknown,,unknown,,,,,,,
1701413,,unknown,,unknown,,unknown,,,,,,,
1701414,,unknown,,unknown,,unknown,,,,,,,
1701415,,unknown,,unknown,,unknown,,,,,,,
1701416,,unknown,,unknown,,unknown,,,,,,,
1701417,,unknown,,unknown,,unknown,,,,,,,
1701418,,unknown,,unknown,,unknown,,,,,,,
1701419,,unknown,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,,,,,,,
1701420,,unknown,,unknown,,unknown,,,,,,,
1701421,,unknown,,unknown,,unknown,,,,,,,
