Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Autocom Nissan Of Walnut Creek,1840 N Main St,,Walnut Creek,CA,94596,,925-968-4203,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,37.904258,-122.062644,2018-05-03,68029,2019-12-19 21:48:16 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,STP EV STATION,8730 Sunset Blvd,STP EV STATION; The station is located on the G1 level of a parking garage,West Hollywood,CA,90069,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.091377,-118.381327,2019-12-31,68032,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,METRO NASHVILLE,621 Howerton St,DOUGLAS HS 2;  Parking lot of Head Start near N. 7th St,Nashville,TN,37206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,36.1760565,-86.7620384,2019-12-31,68034,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,MONOGRAM,615 W 7th St,"HANDICAP; The station is located on the second floor of the parking garage. It is restricted to drivers with garage access.
PARKING 2-3; The station is located on the second floor of the parking garage. It is restricted to drivers with garage access.
PARKING 4-5; The station is located on the second floor of the parking garage. It is restricted to drivers with garage access.",Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,https://www.chargepoint.com,200-9,30.270564,-97.749005,2019-12-31,68035,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per hour, minimum payment of $2",,,,,,,,,,,,,,,,,,,,
ELEC,PLYMOUTH,727 State Rd,MAYFLOWER PLAZA; 4 hour max charging time,Plymouth,MA,02360,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.9150145,-70.5548044,2019-12-31,68038,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,AMHERST,4 Boltwood Ave,TOWN HALL LOT; Meter is located in the parking lot behind Town Hall,Amherst,MA,01002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.3753349,-72.5185427,2019-12-31,68039,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,MAIN CAMPUS,911 E Pearl St,STATION 02; Lot C - Corner of Pearl and N Waterloo Sts.,Jackson,MI,49201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.2501935,-84.394841,2019-12-31,68042,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,1701 W 133rd St @ Walmart #2955,"@WALMART -031A; Parking lot on the north side of Walmart along 133rd St.
@WALMART -031B; Parking lot on the north side of Walmart along 133rd St.
@WALMART -031C; Parking lot on the north side of Walmart along 133rd St.",Kansas City,MO,64145,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.885154,-94.605503,2019-12-31,68116,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,16105 W 113th St @ Tradewind Energy,"@TRADEWIND-022A; At the west end of the parking lot along Corporate Ave.
@TRADEWIND-022B; At west end of parking lot along Corporate Ave.
@TRADEWIND-022C; At west end of parking lot along Corporate Ave.",Lenexa,KS,66219,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.921673,-94.771527,2019-12-31,68118,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,BEST BUY 498,457 120th Ave NE,EV 1,Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.6138606,-122.1815973,2019-12-31,68122,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,105 W 12th Ave @ Builders Assoc of Mo,"@BLDRASSOC-028A; Located in the Builders' Advancement Center parking lot.
@BLDRASSOC-028B; Located in the Builders' Advancement Center parking lot.",North Kansas City,MO,64116,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,39.129607,-94.581422,2019-12-31,68123,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Greenville,400 Greenville Bypass,,Greenville,AL,36037,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.846603,-86.626234,2019-05-09,68124,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Montgomery Garage,1810 Congressman WL Dickinson Dr,,Montgomery,AL,36109,,,E,,Private,,,,,,1,2,,,Non-Networked,,GPS,32.409057,-86.259364,2019-05-09,68125,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772 NEMA1450,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - General Service Complex,744 Highway 87,"Buildings #3, #7, and #9",Calera,AL,35040,,,E,,Private,,,,,,1,17,,,Non-Networked,,200-8,33.174411,-86.775792,2019-05-09,68126,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772 NEMA1450,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Gadsden,749 Forrest Ave,,Gadsden,AL,35901,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,34.015812,-86.010703,2019-05-09,68127,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Pell City,700 S Martin St,,Pell City,AL,35901,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.581379,-86.277021,2019-05-09,68128,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Oak Grove,38001 US Highway 280,,Oak Grove,AL,35150,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.211573,-86.312667,2019-05-09,68129,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Roanoke,325 Main St,,Roanoke,AL,36274,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.150755,-85.364044,2019-05-09,68130,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Jasper,11 E 18th St,,Jasper,AL,35501,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.833423,-87.274482,2019-05-09,68131,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Jasper Garage,2500 Highway 78 W,,Jasper,AL,35501,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.853462,-87.310149,2019-05-09,68132,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Thomasville,32020 Highway 43 S,,Thomasville,AL,36784,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.907396,-87.74143,2019-05-09,68133,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Bay Minette,600 Dolive St,,Bay Minette,AL,36507,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,30.880022,-87.780107,2019-05-09,68134,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Atmore,306 E Church St,,Atmore,AL,36502,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,31.022621,-87.49041,2019-05-09,68135,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Haleyville,2001 13th Ave,,Haleyville,AL,35565,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,34.226524,-87.618479,2019-05-09,68136,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Fayette,1534 Temple Ave N,,Fayette,AL,35555,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,33.705575,-87.825077,2019-05-09,68137,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Jackson,1120 College Ave,,Jackson,AL,36545,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.523377,-87.894832,2019-05-09,68138,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Hillcrest,6396 Airport Blvd,,Mobile,AL,36608,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,30.678628,-88.189949,2019-05-09,68139,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Phoenix City,1601 Broad St,,Phoenix City,AL,36867,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,32.474709,-85.000866,2019-05-09,68140,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Enterprise,549 Glover Ave,,Enterprise,AL,36330,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,31.320907,-85.842939,2019-05-09,68141,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Alabama Power - Birmingham Garage,1225 6th Ave N,,Birmingham,AL,35203,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,33.513962,-86.819069,2019-05-09,68142,2019-05-14 21:16:45 UTC,T,,,,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARAGE RAMP,150 3rd Ave S 150 3rd Ave South,"PINNACLE 1; The station is located on Ramp Level 2 of the parking garage
PINNACLE 2; The station is located on Ramp Level 2 of the parking garage",Nashville,TN,37201,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.1604528,-86.7746984,2019-12-31,68143,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $10 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,PLYMOUTH,Plimoth Plantation,PLI PLANTATION; 4 hour max charging time,Plymouth,MA,02360,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.937729,-70.6269413,2019-12-31,68148,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Red Hawk Casino,1 Red Hawk Pkwy,,Placerville,CA,95667,,530-677-7000,E,,Public,24 hours daily,,,,,,10,,,Non-Networked,,GPS,38.69494,-120.906682,2019-11-08,68151,2019-11-08 19:38:10 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,El Dorado County Government Center,1360 Johnson Blvd,,South Lake Tahoe,CA,96150,,530-573-3155,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,38.933046,-119.971569,2019-09-09,68152,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,El Dorado County Government Center,330 Fair Ln,Located at building B,Placerville,CA,95667,,530-621-7501,E,,Public,24 hours daily,,,,,,12,,,Non-Networked,,200-9,38.727588,-120.827025,2019-09-09,68153,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,North County,4559 E Academy Blvd,,Denver,CO,80230,,720-532-0106,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.71945505950119,-104.8973917586578,2019-12-12,68154,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CCSF - SFO,San Francsico International Airport International Parking Garage G,SFO INT LOT G-4; International Parking Garage G Level 1,San Francisco,CA,94128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.6155991,-122.3930166,2019-12-31,68159,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,1282 NW Vivion Rd @ Province of Briarcliff Apartments,"@PROVINCE -040A; Under the solar carport across from 1188 NW Vivian Rd.
@PROVINCE -040B; Under the solar carport across from 1188 NW Vivian Rd.
@PROVINCE -040C; Under the solar carport across from 1188 NW Vivian Rd.",Kansas City,MO,64118,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-8,39.18311,-94.597282,2019-12-31,68161,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,REHOBOTH,34980 Midway Outlet Dr,"REH 1 - EV 1; After turning down the main entrance to Surfside Center, the station is located in the parking lot to your right opposite TD Bank. 
REH 1 EV 2; After turning down the main entrance to Surfside Center, the station is located in the parking lot to your right opposite TD Bank. ",Rehoboth Beach,DE,19971,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.7347816,-75.1392284,2019-12-31,68162,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,REHOBOTH,36461 Seaside Outlet Dr,"REH 3 EV 1; After turning down the main entrance to Seaside Center, the station is located in the right side parking lot adjacent to the GAP store.
REH 3 EV 2; After turning down the main entrance to Seaside Center, the station is located in the right side parking lot adjacent to the GAP store.",Rehoboth Beach,DE,19971,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.718405,-75.112174,2019-12-31,68163,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,DELNOR HOSPITAL,300 Delnor Dr,DOCTOR'S LOT; -,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.8874669,-88.3426381,2019-12-31,68164,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,GLENDALE,6800 N 95th Ave,"NORTH CHARGING; Southeast parking lot between Express and Carl's Jr.
SOUTH CHARGING; Southeast parking lot between Express and Carl's Jr.",Glendale,AZ,85305,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.534838,-112.266883,2019-12-31,68168,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF GARLAND,401 W State St,STATE STREET 1; The station is located at the Fire Admin building,Garland,TX,75040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.9101268,-96.6075942,2019-12-31,68170,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF GARLAND,3925 W Walnut St,WALUNT STREET; The station is located in the parking lot of Hollabaugh Park,Garland,TX,75042,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.9169972,-96.6904303,2019-12-31,68171,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF GARLAND,210 Carver Street,CARVER STREET; -,Garland,TX,75040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.906922,-96.627873,2019-12-31,68172,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,STEAMBOAT SPR,137 10th St,CITY HALL 1; Across the street from Conoco,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.4876901,-106.8367427,2019-12-31,68173,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,LA CAVA EV STA,175 Forest St,BENTLEY U; The station is located at the LaCava Building,Waltham,MA,02452,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.3889869,-71.2195601,2019-12-31,68174,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,ACWD STATIONS,43885 S Grimmer Blvd,"ACWD STATION 1; This station is located in the parking lot along S. Grimmer Blvd
ACWD STATION 2; This station is located in the parking lot along S. Grimmer Blvd
ACWD STATION 3; This station is located in the parking lot along S. Grimmer Blvd",Fremont,CA,94538,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.504694,-121.960863,2019-12-31,68180,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $1 per additional hour, $1.65 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,153 Technology Dr,"CBC 153 TECH 01; Stations are at the back of the 153 Technology Building.
CBC 153 TECH 02; Stations are at the back of the 153 Technology building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.663356,-117.74588,2019-12-31,68181,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,38 Discovery,"DBC 38DISCVRY 1; Statios are at the back of 38 Discovery Building.
DBC 38DISCVRY 2; Stations are at the back of 38 Discovery.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.666434,-117.755502,2019-12-31,68183,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,HOMEWOOD SUITES,1484 Hyla Ave NW,HOMEWOOD #1; -,Issaquah,WA,98027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.5470881,-122.0653357,2019-12-31,68187,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.5 per hour, $2 per session",,,,,,,,,,,,,,,,,,,,
ELEC,Town of Winter Park - Parking Garage,50 Vasquez Rd,Located on lower level of parking garage,Winter Park,CO,80482,,970-726-8081,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,39.917213,-105.785621,2019-12-12,68191,2019-12-12 21:27:03 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,TFG AMES POND,100 Ames Pond Dr,"AMES POND 1; The station is located in the parking lot of Building 100
AMES POND 2; The station is located in the parking lot of Building 100",Tewksbury,MA,01876,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,42.639947,-71.224292,2019-12-31,68195,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,SEVIERVILLE,1641 Parkway,"TANGER OUTLET 1; Between Columbia and Coach
TANGER OUTLET 2; Between Columbia and Coach",Sevierville,TN,37862,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,35.832932,-83.569792,2019-12-31,68198,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,1212 NEW YORK,1212 New York Ave NW,STATION 1; The station is located on the 1st level of a parking garage. It is on the right side as you enter the garage. ,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.9000285,-77.0287568,2019-12-31,68205,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,15000 W 87th St Pkwy @ Hen House Market,@HENHOUSE -087A; In the far NW corner of the shopping center parking lot near the Past and Presents store.,Lenexa,KS,66219,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,38.9724557,-94.7606477,2019-12-31,68213,2019-12-31 10:13:03 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,16521 W 119th St @ Starbucks,@STARBUCKS-088A; Near the entrance to the drive thru at Starbucks.,Olathe,KS,66061,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,38.9121857,-94.778065,2019-12-31,68214,2019-12-31 10:13:03 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,EV AVALON,135 N 7th St,S 7TH ST #1; Near alley way behind Avalon theatre.,Grand Junction,CO,81501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.066759,-108.5616166,2019-12-31,68218,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EMORY UNIV,780 Haygood Ave,OXFORD EV1,Oxford,GA,30054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6204982,-83.8692506,2019-12-31,68224,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.85 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,4706 Broadway @ Plaza Granada Parking Garage,@PLAZAPARKG092A; Located in the parking garage on the SW corner of 47th and Broadway. Just inside the entrance on 47th St.,Kansas City,MO,64112,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,39.0421137,-94.5921382,2019-12-31,68226,2019-12-31 10:13:03 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
